"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
2,2020-01-02 00:28:46,2020-01-02 00:32:50,2,0.94,1,N,48,246,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-02 00:39:12,2020-01-02 00:53:15,2,4.23,1,N,143,116,1,14.5,0.5,0.5,2.74,0.0,0.3,21.04,2.5
2,2020-01-02 00:54:53,2020-01-02 01:17:15,3,9.45,1,N,138,37,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,0.0
1,2020-01-02 00:06:12,2020-01-02 00:20:11,3,3.3,1,N,79,246,1,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
1,2020-01-02 00:34:07,2020-01-02 00:43:46,2,2.6,1,N,90,229,1,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
1,2020-01-02 00:44:13,2020-01-02 01:15:25,2,26.3,4,N,132,265,1,97.0,0.5,0.5,3.0,0.0,0.3,101.3,0.0
2,2020-01-02 00:03:46,2020-01-02 00:12:47,2,1.94,1,N,114,246,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
2,2020-01-02 00:38:22,2020-01-02 00:46:38,2,1.18,1,N,114,79,1,7.0,0.5,0.5,1.08,0.0,0.3,11.88,2.5
1,2020-01-02 00:43:03,2020-01-02 00:57:52,1,6.2,1,N,114,74,1,19.0,3.0,0.5,4.55,0.0,0.3,27.35,2.5
2,2020-01-02 00:24:23,2020-01-02 00:29:24,1,0.85,1,N,79,79,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
1,2020-01-02 00:00:43,2020-01-02 00:33:08,2,19.4,2,N,132,142,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
1,2020-01-02 00:05:41,2020-01-02 00:24:59,1,10.0,1,Y,142,220,1,29.5,3.0,0.5,7.0,2.8,0.3,43.1,2.5
2,2020-01-02 00:40:49,2020-01-02 00:47:14,2,1.7,1,N,142,141,1,7.0,0.5,0.5,1.62,0.0,0.3,12.42,2.5
1,2020-01-02 00:00:45,2020-01-02 00:10:30,3,1.0,1,N,100,230,4,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-02 00:57:06,2020-01-02 01:16:12,6,7.6,1,N,138,28,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,0.0
2,2020-01-02 00:27:20,2020-01-02 00:56:35,1,17.51,2,N,132,164,2,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
1,2020-01-02 00:58:54,2020-01-02 01:27:26,2,21.9,2,N,132,127,2,52.0,0.0,0.5,0.0,6.12,0.3,58.92,0.0
1,2020-01-02 00:23:48,2020-01-02 00:44:22,1,10.2,1,N,138,249,1,29.5,3.0,0.5,6.65,0.0,0.3,39.95,2.5
2,2020-01-02 00:04:56,2020-01-02 00:19:56,1,9.52,1,N,138,107,1,26.5,0.5,0.5,7.28,6.12,0.3,43.7,2.5
1,2020-01-02 00:15:53,2020-01-02 00:42:22,0,7.2,1,N,100,65,2,26.5,3.0,0.5,0.0,0.0,0.3,30.3,2.5
2,2020-01-02 00:12:33,2020-01-02 00:34:38,1,5.27,1,N,148,239,1,19.5,0.5,0.5,3.2,0.0,0.3,26.5,2.5
1,2020-01-02 00:43:13,2020-01-02 00:51:53,2,1.8,1,N,79,234,2,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
2,2020-01-02 00:43:12,2020-01-02 00:46:31,2,0.5,1,N,50,48,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 00:16:16,2020-01-02 00:20:51,1,0.8,1,N,75,263,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0
2,2020-01-02 00:18:29,2020-01-02 00:46:25,1,13.3,1,N,107,123,2,37.5,0.5,0.5,0.0,0.0,0.3,41.3,2.5
2,2020-01-02 00:09:51,2020-01-02 00:16:41,1,2.22,1,N,142,24,1,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5
2,2020-01-02 00:32:00,2020-01-02 00:35:48,1,1.1,1,N,142,163,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-02 00:26:16,2020-01-02 00:31:28,4,0.98,1,N,79,114,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-02 00:49:41,2020-01-02 01:09:49,2,9.6,1,N,138,17,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76,0.0
1,2020-01-02 00:19:51,2020-01-02 00:25:14,1,1.5,1,N,43,142,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
1,2020-01-02 00:30:28,2020-01-02 00:43:44,4,3.3,1,N,142,263,1,13.0,3.0,0.5,2.0,0.0,0.3,18.8,2.5
1,2020-01-02 00:00:28,2020-01-02 00:14:51,1,3.1,1,N,48,262,1,12.5,3.0,0.5,2.45,0.0,0.3,18.75,2.5
2,2020-01-02 00:57:38,2020-01-02 01:13:45,1,8.96,1,N,138,79,1,25.5,0.5,0.5,5.86,0.0,0.3,35.16,2.5
1,2020-01-02 00:42:34,2020-01-02 01:01:05,1,3.1,1,N,143,262,1,14.5,3.0,0.5,2.2,0.0,0.3,20.5,2.5
2,2020-01-02 00:33:50,2020-01-02 23:40:53,3,1.65,1,N,142,238,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-02 00:04:55,2020-01-02 00:33:24,2,19.38,1,N,132,25,1,52.0,0.5,0.5,5.33,0.0,0.3,58.63,0.0
2,2020-01-02 00:25:33,2020-01-02 00:51:22,1,18.84,2,N,132,236,1,52.0,0.0,0.5,8.58,6.12,0.3,70.0,2.5
2,2020-01-02 00:39:51,2020-01-02 00:45:29,1,1.34,1,N,142,162,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-02 00:10:00,2020-01-02 00:30:31,1,14.54,1,N,132,226,1,39.5,0.5,0.5,8.16,0.0,0.3,48.96,0.0
2,2020-01-02 00:19:02,2020-01-02 00:24:44,1,0.96,1,N,141,229,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-02 00:54:09,2020-01-02 01:01:15,2,1.49,1,N,141,239,1,7.0,0.5,0.5,1.62,0.0,0.3,12.42,2.5
2,2020-01-02 00:22:17,2020-01-02 00:51:04,1,18.73,2,N,132,68,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 00:26:59,2020-01-02 00:30:56,1,0.57,1,N,25,25,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,0.0
2,2020-01-02 00:35:24,2020-01-02 00:54:18,3,4.96,1,N,25,35,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,0.0
2,2020-01-02 00:26:16,2020-01-02 00:29:09,1,0.73,1,N,50,48,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 00:51:47,2020-01-02 01:00:25,1,2.02,1,N,113,230,1,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
2,2020-01-02 00:35:46,2020-01-02 00:38:38,1,0.75,1,N,100,230,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 00:40:37,2020-01-02 01:04:54,2,12.4,1,N,132,129,1,35.0,0.5,0.5,3.0,0.0,0.3,39.3,0.0
2,2020-01-02 00:48:24,2020-01-02 01:01:30,2,3.24,1,N,144,68,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
2,2020-01-02 00:35:57,2020-01-02 01:14:25,2,30.25,4,N,132,265,2,104.5,0.5,0.5,0.0,6.12,0.3,111.92,0.0
2,2020-01-02 00:11:46,2020-01-02 00:17:08,1,1.34,1,N,143,238,1,6.5,0.5,0.5,1.5,0.0,0.3,11.8,2.5
2,2020-01-02 00:59:26,2020-01-02 01:19:45,1,8.29,1,N,138,238,1,25.5,0.5,0.5,6.58,6.12,0.3,39.5,0.0
2,2020-01-02 00:00:03,2020-01-02 00:30:39,1,21.33,1,N,132,40,1,56.5,0.5,0.5,11.56,0.0,0.3,69.36,0.0
2,2020-01-02 00:39:33,2020-01-02 00:53:07,1,8.79,1,N,132,95,2,25.0,0.5,0.5,0.0,0.0,0.3,26.3,0.0
2,2020-01-02 00:30:39,2020-01-02 00:38:33,2,1.43,1,N,100,48,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-02 00:12:49,2020-01-02 00:15:46,1,0.34,1,N,43,163,3,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-7.8,-2.5
2,2020-01-02 00:12:49,2020-01-02 00:15:46,1,0.34,1,N,43,163,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
1,2020-01-02 00:40:05,2020-01-02 00:43:18,3,0.7,1,N,114,113,1,4.5,3.0,0.5,1.0,0.0,0.3,9.3,2.5
2,2020-01-02 00:52:30,2020-01-02 01:08:26,1,8.57,1,N,138,232,1,25.0,0.5,0.5,3.0,0.0,0.3,31.8,2.5
2,2020-01-02 00:00:11,2020-01-02 00:05:54,1,1.21,1,N,107,79,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
1,2020-01-02 00:31:43,2020-01-02 01:04:46,1,22.0,2,N,132,261,1,52.0,2.5,0.5,13.8,0.0,0.3,69.1,2.5
1,2020-01-02 00:23:41,2020-01-02 00:49:43,1,17.1,2,N,132,170,1,52.0,2.5,0.5,0.0,6.12,0.3,61.42,2.5
1,2020-01-02 00:40:33,2020-01-02 01:00:10,1,5.1,1,N,140,167,2,18.0,3.0,0.5,0.0,0.0,0.3,21.8,2.5
2,2020-01-02 00:31:46,2020-01-02 01:01:47,1,20.64,2,N,132,244,2,52.0,0.0,0.5,0.0,6.12,0.3,58.92,0.0
1,2020-01-02 00:08:56,2020-01-02 00:23:08,0,3.9,1,N,107,255,1,14.0,3.0,0.5,2.0,0.0,0.3,19.8,2.5
2,2020-01-02 00:25:30,2020-01-02 01:01:54,1,25.5,1,N,132,200,1,67.5,0.5,0.5,14.98,6.12,0.3,89.9,0.0
2,2020-01-02 00:13:13,2020-01-02 00:27:47,1,3.61,1,N,48,211,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
2,2020-01-02 00:49:25,2020-01-02 00:53:26,1,1.05,1,N,41,42,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0
2,2020-01-02 00:32:30,2020-01-02 00:38:28,2,1.1,1,N,74,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0
2,2020-01-02 00:09:26,2020-01-02 00:21:06,1,2.46,1,N,148,249,1,10.5,0.5,0.5,0.5,0.0,0.3,14.8,2.5
2,2020-01-02 00:49:04,2020-01-02 00:52:45,1,0.84,1,N,142,230,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
2,2020-01-02 00:44:19,2020-01-02 01:17:38,2,18.97,2,N,132,249,1,52.0,0.0,0.5,8.3,0.0,0.3,63.6,2.5
2,2020-01-02 00:12:25,2020-01-02 00:35:50,1,17.2,1,N,132,49,1,46.0,0.5,0.5,11.82,0.0,0.3,59.12,0.0
2,2020-01-02 00:35:32,2020-01-02 00:58:56,1,11.69,1,N,79,182,1,33.0,0.5,0.5,3.0,0.0,0.3,39.8,2.5
2,2020-01-02 00:38:29,2020-01-02 01:01:24,1,5.43,1,N,79,61,2,20.5,0.5,0.5,0.0,0.0,0.3,24.3,2.5
2,2020-01-02 00:55:13,2020-01-02 01:02:53,2,1.36,1,N,100,229,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
1,2020-01-02 00:02:45,2020-01-02 00:16:52,1,6.6,1,N,132,197,2,20.5,0.5,0.5,0.0,0.0,0.3,21.8,0.0
1,2020-01-02 00:53:28,2020-01-02 00:56:28,1,0.5,1,N,50,48,1,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
1,2020-01-02 00:10:33,2020-01-02 00:21:56,1,2.7,1,N,79,100,1,11.5,3.0,0.5,3.05,0.0,0.3,18.35,2.5
1,2020-01-02 00:40:25,2020-01-02 01:06:14,3,11.6,1,N,100,20,2,34.5,3.0,0.5,0.0,0.0,0.3,38.3,2.5
2,2020-01-02 00:29:53,2020-01-02 00:48:18,2,7.99,1,N,40,161,1,24.5,0.5,0.5,5.66,0.0,0.3,33.96,2.5
1,2020-01-02 00:56:07,2020-01-02 01:06:20,4,2.1,1,N,114,164,2,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
2,2020-01-02 00:13:58,2020-01-02 00:23:57,1,1.53,1,N,79,234,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
1,2020-01-02 00:32:39,2020-01-02 00:59:16,4,17.3,2,N,132,162,2,52.0,2.5,0.5,0.0,6.12,0.3,61.42,2.5
1,2020-01-02 00:36:24,2020-01-02 01:01:54,1,17.7,2,N,132,113,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2020-01-02 00:44:47,2020-01-02 01:05:33,1,11.57,1,N,132,82,1,32.5,0.5,0.5,0.0,0.0,0.3,33.8,0.0
2,2020-01-02 00:00:57,2020-01-02 00:10:49,1,2.0,1,N,79,125,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2,2020-01-02 00:13:32,2020-01-02 00:39:13,1,8.0,1,N,125,179,1,25.5,0.5,0.5,4.4,0.0,0.3,33.7,2.5
2,2020-01-02 00:18:32,2020-01-02 00:23:36,1,0.78,1,N,107,137,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-02 00:02:21,2020-01-02 00:12:36,1,1.85,1,N,144,107,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-02 00:50:51,2020-01-02 00:54:50,1,0.81,1,N,48,48,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
2,2020-01-02 00:55:52,2020-01-02 00:58:59,1,0.72,1,N,48,163,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 00:14:32,2020-01-02 00:23:05,1,3.13,1,N,140,74,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
2,2020-01-02 00:00:36,2020-01-02 00:28:51,1,19.7,2,N,132,138,1,52.0,0.0,0.5,10.0,6.12,0.3,68.92,0.0
1,2020-01-02 00:16:26,2020-01-02 00:23:18,1,1.2,1,N,113,68,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
2,2020-01-02 00:55:12,2020-01-02 01:10:44,1,8.71,1,N,138,148,1,25.5,0.5,0.5,4.0,0.0,0.3,33.3,2.5
2,2020-01-02 00:05:04,2020-01-02 00:09:58,1,1.06,1,N,48,68,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-02 00:53:19,2020-01-02 01:00:51,1,1.03,1,N,114,148,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-02 00:18:52,2020-01-02 00:31:19,1,6.03,1,N,43,244,1,18.5,0.5,0.5,2.0,0.0,0.3,24.3,2.5
1,2020-01-02 00:42:11,2020-01-02 01:09:54,2,17.4,2,N,132,229,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2020-01-02 00:19:30,2020-01-02 00:28:35,2,1.29,1,N,79,249,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2020-01-02 00:27:12,2020-01-02 00:32:28,1,1.23,1,N,140,237,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-02 00:18:23,2020-01-02 00:35:36,1,6.52,1,N,138,202,1,20.5,0.5,0.5,5.45,0.0,0.3,27.25,0.0
2,2020-01-02 00:01:16,2020-01-02 00:10:16,1,2.3,1,N,142,140,1,9.5,0.5,0.5,2.5,0.0,0.3,15.8,2.5
2,2020-01-02 00:40:53,2020-01-02 00:50:39,1,2.07,1,N,88,232,1,9.0,0.5,0.5,1.28,0.0,0.3,14.08,2.5
2,2020-01-02 00:37:14,2020-01-02 00:45:39,3,2.17,1,N,70,129,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0
2,2020-01-02 00:20:59,2020-01-02 00:31:23,1,9.37,1,N,132,196,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,0.0
2,2020-01-02 00:47:44,2020-01-02 00:48:08,1,0.0,2,N,90,90,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 00:15:43,2020-01-02 00:22:48,6,1.45,1,N,142,237,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-02 00:49:27,2020-01-02 00:54:04,6,0.81,1,N,142,163,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-02 00:00:38,2020-01-02 00:00:51,1,0.0,5,N,77,77,3,0.01,0.0,0.0,0.0,0.0,0.3,0.31,0.0
1,2020-01-02 00:01:22,2020-01-02 00:01:52,2,0.0,5,N,77,77,4,20.0,0.0,0.0,0.0,0.0,0.3,20.3,0.0
2,2020-01-02 00:04:34,2020-01-02 00:17:46,6,2.21,1,N,142,229,1,11.0,0.5,0.5,1.8,0.0,0.3,16.6,2.5
2,2020-01-02 00:27:47,2020-01-02 00:35:02,1,1.99,1,N,144,186,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
2,2020-01-02 00:50:02,2020-01-02 01:04:16,1,4.46,1,N,48,261,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
2,2020-01-02 00:16:53,2020-01-02 00:27:02,2,3.98,1,N,141,7,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
1,2020-01-02 00:46:18,2020-01-02 00:55:52,1,3.5,1,N,141,7,1,12.0,3.0,0.5,1.2,0.0,0.3,17.0,2.5
1,2020-01-02 00:44:24,2020-01-02 01:10:58,1,9.5,1,N,138,142,1,30.0,3.0,0.5,9.95,6.12,0.3,49.87,2.5
2,2020-01-02 00:56:12,2020-01-02 01:16:33,1,16.86,2,N,132,170,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 00:23:32,2020-01-02 00:29:52,1,1.54,1,N,75,43,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0.0
1,2020-01-02 00:51:17,2020-01-02 00:54:49,1,0.5,1,N,7,223,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0.0
2,2020-01-02 00:37:13,2020-01-02 00:41:37,2,0.89,1,N,142,237,1,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
2,2020-01-02 00:46:24,2020-01-02 00:53:13,2,1.51,1,N,142,246,1,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5
2,2020-01-02 00:35:35,2020-01-02 01:10:52,1,13.75,1,N,132,83,2,40.5,0.5,0.5,0.0,0.0,0.3,41.8,0.0
1,2020-01-02 00:16:14,2020-01-02 00:30:38,3,3.9,1,N,142,152,1,14.0,3.0,0.5,2.0,0.0,0.3,19.8,2.5
2,2020-01-02 00:38:55,2020-01-02 01:04:22,1,17.62,1,N,132,17,1,48.0,0.5,0.5,4.0,0.0,0.3,53.3,0.0
2,2020-01-02 00:31:10,2020-01-02 00:36:02,3,1.11,1,N,100,90,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-02 00:53:54,2020-01-02 01:01:39,2,1.58,1,N,68,249,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-02 00:09:22,2020-01-02 00:09:31,1,0.03,2,N,144,144,1,52.0,0.0,0.5,5.0,0.0,0.3,60.3,2.5
2,2020-01-02 00:33:28,2020-01-02 00:43:27,4,2.52,1,N,50,141,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
1,2020-01-02 00:42:49,2020-01-02 01:03:31,1,7.7,1,N,138,151,1,24.0,0.5,0.5,6.25,6.12,0.3,37.67,0.0
2,2020-01-02 00:04:58,2020-01-02 00:10:48,2,0.9,1,N,68,48,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-02 00:19:11,2020-01-02 00:27:46,1,1.78,1,N,48,230,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
2,2020-01-02 00:32:46,2020-01-02 00:41:21,1,1.89,1,N,142,162,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
2,2020-01-02 00:20:12,2020-01-02 00:26:27,1,0.91,1,N,137,234,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-02 00:23:25,2020-01-02 00:44:41,1,9.56,1,N,138,114,1,28.5,0.5,0.5,6.46,0.0,0.3,38.76,2.5
1,2020-01-02 00:10:26,2020-01-02 00:39:19,1,17.7,2,Y,132,233,2,52.0,2.5,0.5,0.0,6.12,0.3,61.42,2.5
1,2020-01-02 00:05:49,2020-01-02 00:31:50,2,7.5,1,N,88,61,2,24.5,3.0,0.5,0.0,0.0,0.3,28.3,2.5
1,2020-01-02 00:20:59,2020-01-02 00:55:44,1,11.6,1,N,138,246,2,36.0,3.0,0.5,0.0,6.12,0.3,45.92,2.5
1,2020-01-02 00:20:26,2020-01-02 00:39:44,2,7.9,1,N,144,166,2,24.5,3.0,0.5,0.0,0.0,0.3,28.3,2.5
2,2020-01-02 00:16:54,2020-01-02 00:18:44,1,0.54,1,N,68,48,1,3.5,0.5,0.5,1.0,0.0,0.3,8.3,2.5
1,2020-01-02 00:36:47,2020-01-02 00:56:42,1,10.5,1,N,132,191,1,30.0,0.5,0.5,5.0,0.0,0.3,36.3,0.0
2,2020-01-02 00:00:58,2020-01-02 00:13:53,2,9.38,1,N,132,56,1,26.0,0.5,0.5,3.0,0.0,0.3,30.3,0.0
2,2020-01-02 00:54:45,2020-01-02 01:16:59,2,13.2,1,N,132,36,1,35.5,0.5,0.5,7.36,0.0,0.3,44.16,0.0
2,2020-01-02 00:09:52,2020-01-02 00:38:49,1,6.77,1,N,48,54,1,25.5,0.5,0.5,5.86,0.0,0.3,35.16,2.5
2,2020-01-02 00:36:11,2020-01-02 00:58:56,1,18.35,2,N,132,148,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5
1,2020-01-02 00:20:48,2020-01-02 00:29:59,1,1.7,1,N,48,239,1,9.0,3.0,0.5,2.56,0.0,0.3,15.36,2.5
1,2020-01-02 00:34:52,2020-01-02 00:39:44,1,1.3,1,N,142,48,1,6.5,3.0,0.5,1.0,0.0,0.3,11.3,2.5
1,2020-01-02 00:46:20,2020-01-02 01:04:57,2,5.1,1,N,142,231,1,18.0,3.0,0.5,4.35,0.0,0.3,26.15,2.5
1,2020-01-02 00:07:50,2020-01-02 00:23:09,1,3.8,1,N,140,166,1,14.5,3.0,0.5,5.45,0.0,0.3,23.75,2.5
1,2020-01-02 00:26:32,2020-01-02 00:30:13,1,0.6,1,N,24,238,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
2,2020-01-02 00:42:09,2020-01-02 00:51:54,5,2.13,1,N,142,162,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
2,2020-01-02 00:51:36,2020-01-02 01:15:02,1,6.54,1,N,48,144,1,21.5,0.5,0.5,5.06,0.0,0.3,30.36,2.5
2,2020-01-02 00:31:56,2020-01-02 00:47:14,1,5.02,1,N,87,48,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
1,2020-01-02 00:25:02,2020-01-02 00:31:52,2,1.1,1,N,148,79,1,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
2,2020-01-02 00:01:42,2020-01-02 00:04:08,1,0.61,1,N,141,237,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
1,2020-01-02 00:39:55,2020-01-02 00:55:17,1,5.1,1,N,138,92,1,17.0,0.5,0.5,3.65,0.0,0.3,21.95,0.0
2,2020-01-02 00:46:45,2020-01-02 00:58:53,1,2.78,1,N,68,232,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
2,2020-01-02 00:12:18,2020-01-02 00:17:26,1,1.26,1,N,48,143,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-02 00:17:56,2020-01-02 00:25:41,1,2.2,1,N,143,43,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-02 00:57:42,2020-01-02 01:10:46,5,3.11,1,N,138,7,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,0.0
2,2020-01-02 00:13:18,2020-01-02 00:31:39,1,4.41,1,N,50,232,1,17.0,0.5,0.5,3.0,0.0,0.3,23.8,2.5
2,2020-01-02 00:20:48,2020-01-02 00:33:04,1,4.25,1,N,100,74,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
2,2020-01-02 00:30:33,2020-01-02 00:33:59,3,0.78,1,N,75,74,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
1,2020-01-02 00:03:24,2020-01-02 00:14:05,3,1.8,1,N,144,88,1,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
1,2020-01-02 00:19:55,2020-01-02 00:38:44,1,4.1,1,N,87,48,2,16.5,3.0,0.5,0.0,0.0,0.3,20.3,2.5
1,2020-01-02 00:03:32,2020-01-02 00:07:55,2,1.6,1,Y,48,158,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1,2020-01-02 00:15:01,2020-01-02 00:17:13,3,0.8,1,N,68,48,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 00:32:58,2020-01-02 00:38:49,2,1.9,1,N,142,68,1,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-02 00:52:51,2020-01-02 01:07:07,5,7.4,1,N,138,170,1,22.0,0.5,0.5,6.38,6.12,0.3,38.3,2.5
2,2020-01-02 00:30:28,2020-01-02 00:34:10,1,1.19,1,N,68,158,1,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
2,2020-01-02 00:58:05,2020-01-02 01:20:43,1,9.43,1,N,107,244,2,27.5,0.5,0.5,0.0,0.0,0.3,31.3,2.5
2,2020-01-02 00:18:33,2020-01-02 00:26:17,1,1.07,1,N,79,249,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-02 00:59:33,2020-01-02 01:02:37,1,0.66,1,N,48,186,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 00:06:24,2020-01-02 00:27:48,1,9.9,1,N,138,90,1,29.5,3.0,0.5,5.91,6.12,0.3,45.33,2.5
2,2020-01-02 00:05:45,2020-01-02 00:21:05,1,6.38,1,N,138,152,1,20.0,0.5,0.5,5.48,6.12,0.3,32.9,0.0
2,2020-01-02 00:00:21,2020-01-02 00:06:44,3,1.46,1,N,140,229,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2,2020-01-02 00:55:31,2020-01-02 01:04:39,2,3.48,1,N,68,238,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
2,2020-01-02 00:16:06,2020-01-02 00:39:50,1,10.3,1,N,138,243,1,32.0,0.5,0.5,7.88,6.12,0.3,47.3,0.0
2,2020-01-02 00:12:08,2020-01-02 00:33:59,2,17.4,2,N,132,170,1,52.0,0.0,0.5,6.14,6.12,0.3,67.56,2.5
2,2020-01-02 00:41:47,2020-01-02 00:58:20,1,8.25,1,N,138,116,1,24.5,0.5,0.5,6.38,6.12,0.3,38.3,0.0
2,2020-01-02 00:40:35,2020-01-02 00:58:01,3,5.28,1,N,140,129,2,17.5,0.5,0.5,0.0,0.0,0.3,21.3,2.5
